Taxon	Species	Genus	Family	Museum Number	Locality	Formation	Age		Lithology	Grain Size	Specimen Info. I eventually stopped recording this.	Publication. I also eventually stopped recording this.	Notes	Preservational State/Notes	More Notes	Strat Citation		Subperiod	*For questions or copies of photographs corresponding to specimens contact J. Thompson
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ai	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465aj	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ak	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465al	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465am	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465an	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ao	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ap	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465aq	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ar	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465as	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465at	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465au	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465av	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465aw	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ax	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ay	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465az	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465ba	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bb	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bc	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bd	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465be	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bf	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bg	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bh	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bi	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bj	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bk	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bl	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bm	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bn	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bo	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13465bp	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466a	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466b	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466c	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466d	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466e	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466f	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466g	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466h	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466i	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466j	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466k	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466l	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466m	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466n	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466o	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466p	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466q	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466r	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 13466s	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone and grainstone			"Quarries of NW States Portland Co, 1 mile NW of Gilmore City, Iowa"			"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris newberryi	newberryi	Archaeocidaris	Archaeocidaridae	USNM  S3829	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			Lower St. Louis Limestone			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM S3825a	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone	Probably agassizi		Upper Burlington Limestone			"Heckel, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM S3825b	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone	Probably agassizi		Upper Burlington Limestone			"Heckel, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM S3825c	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone	Probably agassizi		Upper Burlington Limestone			"Heckel, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM S3825d	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone	Probably agassizi		Upper Burlington Limestone			"Heckel, 2005"		Mississippian	
Archaeocidaris agassizi	agassizi	Archaeocidaris	Archaeocidaridae	USNM S3825e	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone			Upper Burlington Limestone			"Heckel, 2005"		Mississippian	
Archaeocidaris agassizi	agassizi	Archaeocidaris	Archaeocidaridae	USNM S3825f	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone			Upper Burlington Limestone			"Heckel, 2005"		Mississippian	
Archaeocidaris legrandensis	legrandensis	Archaeocidaris	Archaeocidaridae	USNM S3826	"Bono, Lawrence Co. Indiana"	Keokuk Limestone	Visean		?	?	Blairi					"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris legrandensis	legrandensis	Archaeocidaris	Archaeocidaridae	USNM S3828	"Booneville, Missouri"	Warsaw Formation	Visean		?	?	Blairi					Brenckle et al. 2005		Mississippian	
Archaeocidaris agassizi	agassizi	Archaeocidaris	Archaeocidaridae	USNM 62469	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone		Plastoholotype	Burlington Formation			"Heckel, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM 8121	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Packstone	Probably newberryi					"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris hemispinifera	hemispinifera	Archaeocidaris	Archaeocidaridae	USNM S3827	"Pulaski County, Kentucky"	"""Glen Dean"""	Serpukhovian		Carbonate	?	Catalogued as Archaeocidaris legrandensis. Probably hemispinifera					Sheng et al. 2017		Mississippian	
Lepidesthes sp.	sp.	Lepidesthes	Lepidesthidae	USNM S 3831	"Roscobie, Fifeshire, Scotland"	Carboniferous Limestone	Visean		Carbonate	Packstone	Catalogued as archaeocidaris scottica		"Strat said, ""Lower Carboniferous Limestone"""			"Kammer and Ausich, 2007"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM S3833	"Salem, Washington County, Indiana"	Spergen (Salem)	Visean		?	?	Catalogued as A. wortheni					"Norby, 1990"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM S 3835	"Eddyville, Ky."	St. Louis Limestone	Visean		Carbonate	Packstone	Catalogued as A. wortheni					"Lane and Brenckle, 2005"		Mississippian	
Hyattechinus sp.	sp.	Hyattechinus	Hyattechinidae	USNM S4097	"5 3/4 Mi. East of Martinsville, Indiana"	Borden Group	Visean		Siliciclastic	Siltstone						"Ausich and Kammer, 2012"		Mississippian	
Hyattechinus sp.	sp.	Hyattechinus	Hyattechinidae	USNM S4098	"5 3/4 Mi. East of Martinsville, Indiana"	Borden Group	Visean		Siliciclastic	Siltstone						"Ausich and Kammer, 2012"		Mississippian	
Archaeocidarid indet	?	?	Archaeocidaridae	USNM Acc 216603a 	Braggs Mountain Road Cut	Pitkin Formation	Serpukhovian		Carbonate	Packstone	Basal Pitkin Limestone					"Niko and Mapes, 2005"		Mississippian	
