Taxon	Species	Genus	Family	Museum Number	Locality	Formation	Age		Lithology	Grain Size	Specimen Info. I eventually stopped recording this.	Publication. I also eventually stopped recording this.	Notes	Preservational State/Notes	More Notes	Strat Citation		Subperiod	*For questions or copies of photographs corresponding to specimens contact J. Thompson
Palaechinus quadriserialis	quadriserialis	Palaechinus	Palaechinidae	BMNH Pal PI E 11586	"Midleton, Cork, Ireland, British Isles"	"Lower Carboniferous, Carb Limestone"	?		Carbonate	?								Mississippian	
Maccoya sp.	sp.	Maccoya	Palaechinidae	"BMNH E 75770 a,b"	"Arnside Beach, Westmorland"	Visean (Michelina Zone)	Visean		Siliciclastic	Silty mudstone						"Johnson and Marshall, 1971"		Mississippian	
Maccoya sp.	sp.	Maccoya	Palaechinidae	BMNH E 17763	"Thornley Quarry Chipping, Lancashire"	Visean Zone S1	Visean		Carbonate	Wackestone						"Waters et al. 2009, Parkinson, 1957"		Mississippian	
Maccoya s. cf. gigas 	gigas	Maccoya	Palaechinidae	BMNH E 78195	Yorkshire	Carboniferous limestone	?		Carbonate	?						?		?	
?	?	?	Palaechinidae	BMNH E 17762	"Thornley Quarry Chipping, Lancashire"	Visean Zone S1	Visean		Carbonate	?						"Waters et al. 2009, Parkinson, 1957"		Mississippian	
Maccoya sp.	sp.	Maccoya	Palaechinidae	BMNH E 81893	"Bellman Quarry, Clitheroe Lanes N.G. Ref 763429"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone			"NW Face of Quarry. Formation was, ""Salt Hill Series (reef flank), Visean (B), Lower Carboniferous"""					Mississippian	
Palaechinus sp.	sp.	Palaechinus	Palaechinidae	BMNH E 79570	"Salt Hill, Clitheroe, Lancashire "	"Lower Carboniferous (Loose rock pile under quarry face E end of salt hill quarry, Clitheroe, Lancs"	?		Carbonate	Packstone			"Locality read ""Loose Rock Pile under quarry face E end of Salt Hill Quarry, Clitheroe, Lancs. Grid Ref (SD 756426)"""					Mississippian	
Maccoya cf. intermedia	intermedia	Maccoya	Palaechinidae	BMNH E 83504	"Bellman Quarry, Clitheroe Lanes N.G. Ref 763429"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Packstone			"Southern Face of the Bellman park quarry eastern end, Clitheroe, Lancashire (Grid Ref (SD 75904263). Formation was ,""Lower Carboniferous, Visean, Upper Limestones of the Salthill-Bellman Park Knolls Worston Shale Gropu C2 S1"""					Mississippian	
Maccoya sphaerica	sphaerica	Maccoya	Palaechinidae	BMNH E 4353	"Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Packstone			"Formation read, ""Lower Carb, Visean, Dibunaphyllum 3 D3"""					Mississippian	
Maccoya sphaerica	sphaerica	Maccoya	Palaechinidae	BMNH E 78196	Derbyshire	Carboniferous limestone	?		Carbonate	mudstone						?		?	
Maccoya sphaerica	sphaerica	Maccoya	Palaechinidae	BMNH 36528	"County Kildare, Ireland"	Lower Carboniferous	Mississippian		Carbonate	?						?		Mississippian	
Lovenechinus sp.	sp.	Lovenechinus	Palaechinidae	BMNH E 82749	"Great Dunnow Ca. 1 miles S.W. of Standburn, Lancs. Grid Ref SD 702510"	Carboniferous C2	Tournaisian		Carbonate	?						Waters et al. 2009 (based on correlation with Clitheroe Fauna)		Mississippian	
Lovenechinus sp.	sp.	Lovenechinus	Palaechinidae	BMNH E 82750	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate				"Coplow Knoll Quarry, Clitheroe Lancs. Grid Ref SD 751432. Strat wasn't given"			Waters et al. 2009		Mississippian	
Maccoya sp.	sp.	Maccoya	Palaechinidae	BMNH E 82751	"Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Packstone			"Carboniferous limestone,  Left Bank of River Ribble, 200 yards below Waddow weir, about 1/2 miles WNW of Clitheroe Lancs. Grid Ref SD 733425"			Waters et al. 2009		Mississippian	
Lovenechinus lacazei	lacazei	Lovenechinus	Palaechinidae	BMNH E 10051	"Armagh, Ireland"	Lower Carboniferous	Visean		Carbonate	Wackestone						Cozar et al. 2005		Mississippian	
Lovenechinus lacazei	lacazei	Lovenechinus	Palaechinidae	BMNH E 10944	"near Kirkby Stephen, Westmoreland"	Tournaisian	Visean		?	?			Is Visean aged despite originally listed as Tournaisian			Stanway et al. 2015		Mississippian	
Lovenechinus lacazei	lacazei	Lovenechinus	Palaechinidae	BMNH Pal. PI. E 3432	"Llysfaen, near Llanddulas (about 5 miles west of Abergele), (Aberconwy and Colwyn), (Carnavon), North Wales, British Isles"	Lower Carboniferous	?		Carbonate	Wackestone								Mississippian	
Melonechinus sp.	sp.	Melonechinus	Palaechinidae	BMNH E 83629	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Packstone			"Formation read ""Carboniferous Limestone, Chadian"""			Waters et al. 2009		Mississippian	
Melonechinus etheridgei	etheridgi	Melonechinus	Palaechinidae	BMNH E 17769	"Pimlico Quarry, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone			"Formation was, ""Visean Zone S1"""					Mississippian	
Melonechinus stewartii	stewarti	Melonechinus	Palaechinidae	BMNH E 81426	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone			"Locality originally read ""Coplow Quarry, 1 mile NNE of Clitheroe Castle, Cltheroe, Lancashire, Grid Reference SD 749 432"", Formation read, ""Visean, C2"""			Waters et al. 2009		Mississippian	
Melonechinus sp.	sp.	Melonechinus	Palaechinidae	BMNH E 83275-8	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Packstone			"Strat Read ""Carboniferous Limestone"""			Waters et al. 2009		Mississippian	
Melonechinus etheridgei	etheridgi	Melonechinus	Palaechinidae	BMNH E 10742	"Bold Venture Quarry, between Clitheroe and Chatburn, Lancs."	Clitheroe Limestone Formation	Tournaisian		Carbonate	?			"Formation was, ""Visean"""					Mississippian	
Melonechinus etheridgei	etheridgi	Melonechinus	Palaechinidae	BMNH E 9540	"Thornton-in-Craven, Yorkshire"	Top of Limestone massif	Tournaisian		Carbonate	?			"Formation Said, ""Visean, top of Limestone massif Dibunophyllum zone"""			Waters et al. 2009		Mississippian	
Melonechinus sp.	sp.	Melonechinus	Palaechinidae	BMNH E 1400	"Vallis near Frome, Somerset"	Lower Carboniferous Caboniferous limestone	Visean		Carbonate	Wackestone						Waters et al. 2009		Mississippian	
Melonechinus etheridgei	etheridgi	Melonechinus	Palaechinidae	BMNH E 82730	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone			"Coplow Knoll Quarry, Clitheroe Lancs. Grid Ref SD 751432. Strat read ""Carboniferous"""			Waters et al. 2009		Mississippian	
Melonechinus etheridgei	etheridgi	Melonechinus	Palaechinidae	BMNH E 82740	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone			"Coplow Knoll Quarry, Clitheroe Lancs. Grid Ref SD 751432Strat read ""Carboniferous"""			Waters et al. 2009		Mississippian	
Melonechinus etheridgei	etheridgi	Melonechinus	Palaechinidae	BMNH E 82731-3	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone			"Coplow Knoll Quarry, Clitheroe Lancs. Grid Ref SD 751432 Strat read ""Carboniferous"""			Waters et al. 2009		Mississippian	
Melonechinus sp.	sp.	Melonechinus	Palaechinidae	BMNH E 81729	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone			"About 50 yards from gated entrance to quarry, Coplow Quarry, Clitheroe, Lancashire (moul dby SKD and Westhead). Age Not Given"			Waters et al. 2009		Mississippian	
Melonechinus etheridgei	etheridgi	Melonechinus	Palaechinidae	BMNH E 82741	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone			"Coplow Knoll Quarry, Clitheroe Lancs. Grid Ref SD 751432 Strat read ""Carboniferous C1"""			Waters et al. 2009		Mississippian	
Melonechinus etheridgei	etheridgi	Melonechinus	Palaechinidae	BMNH E 82736	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone			"Coplow Knoll Quarry, Clitheroe Lancs. Grid Ref SD 751432 Strat read ""Carboniferous"""			Waters et al. 2009		Mississippian	
Melonechinus etheridgei	etheridgi	Melonechinus	Palaechinidae	BMNH E 82742	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone			"Coplow Knoll Quarry, Clitheroe Lancs. Grid Ref SD 751432 Strat read ""Carboniferous"""			Waters et al. 2009		Mississippian	
Melonechinus etheridgei	etheridgi	Melonechinus	Palaechinidae	BMNH E 82738-9	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone			"Coplow Knoll Quarry, Clitheroe Lancs. Grid Ref SD 751432 Strat read ""Carboniferous"""			Waters et al. 2009		Mississippian	
Melonechinus etheridgei	etheridgi	Melonechinus	Palaechinidae	BMNH E 82734	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone			"Coplow Knoll Quarry, Clitheroe Lancs. Grid Ref SD 751432 Strat read ""Carboniferous"""			Waters et al. 2009		Mississippian	
Melonechinus etheridgei	etheridgi	Melonechinus	Palaechinidae	BMNH E 82735	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone			"Coplow Knoll Quarry, Clitheroe Lancs. Grid Ref SD 751432 Strat read ""Carboniferous"""			Waters et al. 2009		Mississippian	
Melonechinus sp.	sp.	Melonechinus	Palaechinidae	BMNH E 31442	"Bell Busk, near Malham, Yorkshire"	"Carboniferous Limestone C2, S1 Zone"	?		Carbonate	?								Mississippian	
Melonechinus sp.	sp.	Melonechinus	Palaechinidae	BMNH E 42210	"Limekiln pit, Narrowdale Farm, N. Staffs"	"Lower Carboniferous Limestone, D2 subzone"	Visean		Carbonate	Packstone			"Strat said ""Carboniferous limestone D2 subzone"""			"Donovan and Lewis, 2016"		Mississippian	
Melonechinus sp.	sp.	Melonechinus	Palaechinidae	BMNH E 81725-7	"Bellman Quarry, Clitheroe Lanes N.G. Ref 763429"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Packstone				"Formation was, ""Carboniferous limestone"""				Mississippian	
Lepidocidaris squamosa anglica	squamosa anglica	Lepidocidaris	Archaeocidaridae	BMNH E 75240	"Arbour quarry , Longridge, near Preston Lancashire"	"Lower Carboniferous (visean) ""?Upper Tournaisian? Zone C"""	?		Carbonate	Wackestone								Mississippian	
Melonechinus sp.	sp.	Melonechinus	Palaechinidae	BMNH E 82744	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	?			"Coplow Knoll Quarry, Clitheroe Lancs. Grid Ref SD 751432 Strat read ""Carboniferous"""			Waters et al. 2009		Mississippian	
Melonechinus sp.	sp.	Melonechinus	Palaechinidae	BMNH E 34341-3	From second railway cutting W. of Southerndown roadstation in the Vale of Glam or gan near Bridgend South Wales	Carboniferous limestone	Tournaisian		Carbonate	Packstone						"Ausich and Kammer, 2006"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 42214	"Limekiln pit, Narrowdale Farm, N. Staffs"	"Lower Carboniferous Limestone, D2 subzone"	Visean		Carbonate	Wackestone						"Donovan and Lewis, 2016"		Mississippian	
Lepidesthes sp.	sp.	Lepidesthes	Lepidesthidae	BMNH E 4706	"Braidwood, Sof Carluke, Lanarkshire"	Lower Carboniferous First Calmy Limestone	Serpukhovian		Carbonate	Wackestone						"Brand, 2011"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH EE 5727	"Lower part of the coastal protection blocks, Barton-on Sea, Hampshire, NGR SZ 2319, 9295 to SZ 2480 9269. Blocks brought from the Foster Yeoman ""Torr Works"" Quarry, Merehead, East Cranmore, Shepton Mallet, Somerset, Grid Reference Data recorded."	"Carboniferous, Holkerian?, ?Clifton Down Limestone"	?		?	Silty mudstone			Mudstone-Silty					Mississippian	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH E 12128	Lanarkshire	Carboniferous Lower Limestone Series	?		Carbonate	Packstone						?		?	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH E 529	"Craigenglen, Campsie, Scotland"	Carboniferous Limestone	Visean		Carbonate	Packstone			"Locality originally read ""Craigenglen, Parish of Campsie, Lennoxtown"". Strat was blank"			"Kammer and Ausich, 2007"		Mississippian	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH E 12130	"Near Mould, Flintshire"	Lower Carboniferous Limestone	Mississippian-Pennsylvanian		Carbonate	Wackestone						Waters et al. 2011		?	
Lepidocidaris sp.	sp.	Lepidocidaris	Archaeocidaridae	BMNH E 82724	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	?			"Coplow Knoll Quarry, Clitheroe, Lancs Strat read ""Carboniferous"""			Waters et al. 2009		Mississippian	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH E 81890-2	"Seafield, Fife"	"Seafield Tower Limestone, Lower Limestone Group, Lower Carboniferous"	Visean		Carbonate	mudstone			"Seafield Tower: Foreshoer 300 yards SW of Seafield Tower, 1 Mile N of Kinghorn Fife"			"Kammer and Ausich, 2007, Brindley and Spinner, 1989"		Mississippian	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH E 12132	Llongmyneck	Lower Carboniferous Caboniferous limestone	?		Carbonate	Packstone						?		?	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH E 76066-71	"Ridsdale, Northumberland"	"Carboniferous, Redesdale Ironstone"	Visean		Carbonate	mudstone						Waters et al. 2012		Mississippian	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH 79170-1	Kingask	"Carboniferous ""encrinite bed"""	Visean		Siliciclastic	mudstone						"Kirk, 1924, Kammer and Ausich, 2007"		Mississippian	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH 75724	Bristol	Lower Carboniferous Black Limestone	Tournaisian or Visean		Carbonate	mudstone						Waters et al. 2009		Mississippian	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH E 77699-700	"Craigenglen, Campsie, Scotland"	Carboniferous Limestone	Visean		Carbonate	?			"Strat said, ""Carboniferous"""			"Kammer and Ausich, 2007"		Mississippian	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH E 12129	Yorkshire	Carboniferous limestone	?		Carbonate	Packstone						?		?	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH E 77715-22	"Alnmouth, Northumberland"	"E1 Zone, Lower Foxton Limestone"	Serpukhovian		Carbonate	Packstone						"Waters et al. 2009, Bowden 2001 Unpublished thesis"		Mississippian	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH E 12134-37	"Haford-y-calch, North Wales"	Lower Carboniferous	Visean		Carbonate	Packstone			"I had written, ""Hafod-in-calch, North Wales??"" for the locality"			Davies et al. 2014		Mississippian	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH E 12131	near Holywell Flintsh	Upper Black Limestone	Tournaisian or Visean		Carbonate	Wackestone						Waters et al. 2009		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 11660-65	"Nettlebank Colliery, Smallthorne, N. Staffs"	Coal measures shale	Bashkirian		Siliciclastic	Shale			"Nettlebank, Smallthon N. Staffs"			"Duckmantian, Pearce et al. 2010"		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 42291	"Ravenstonedale, Westmoreland"	Lower Carboniferous high C1 Seminula gregaria subzone Dolomitic limestone	Tournaisian or Visean		Siliciclastic	mudstone			"Ravenstonedale, Westmorland. R'dale"			Waters et al. 2007		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 4510-12	Muirkirk Ayrshire	Carboniferous	Visean		Carbonate	mudstone						"Kammer and Ausich, 2007"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH 75939	"Carluke, Lanarkshire, Scotland"	Coal-in-ironstone	Mississippian-Pennsylvanian		Carbonate	Packstone			"Original locality ""Carluke, Lanark"""			Waters et al. 2011		?	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 11666-71	"Underline Gin mine Coal, Nettlebank coll. Smallthorn"	Coal measures shale	Bashkirian		Siliciclastic	Shale						"Duckmantian, Pearce et al. 2010"		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 870	Eskdale	Calciferous sandstone	Visean		Siliciclastic	Shale						Cossey et al. 2004		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 76177	Steeplehouse Quarry Wirksworth Derbyshire	Carboniferous limestone	Visean		Carbonate	?						"Donovan and Lewis, 2016"		Mississippian	
Pholidocidaris sp.	sp.	Pholidocidaris	Proterocidaridae	BMNH E 82721	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone		Originally catalogued as archaeocidaris sp.	"Coplow Knoll Quarry, Clitheroe Lancs. Grid Ref SD 751432 Strat read ""Carboniferous Limestone"""			Waters et al. 2009		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 42211	"Chrome Hill, Derbyshire, near Longnor, Staffs"	Carboniferous Limestone	Visean		Carbonate	Wackestone						"Donovan and Lewis, 2016"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 9543	"Bundoran, Co. Donegal, Ireland"	Carboniferous Limestone	Visean		Carbonate	Wackestone						Graham et al. 2014		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 3296	"Ticknall, Derbyshire"	Carboniferous Limestone	?		Carbonate	Wackestone								?	
Lepidocidaris sp.	sp.	Lepidocidaris	Archaeocidaridae	RGM 791 628	"Bradford Dale, near Youlgrave, Derbyshire"	"Monsal Dale Limestone Formation (Britantian, Visean)"	Visean		Carbonate	Wackestone						"Donovan and Lewis, 2016"		Mississippian	
Pholidocidaris sp.	sp.	Pholidocidaris	Proterocidaridae	BMNH EE 566	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Packstone		Originally catalogued as archaeocidaris sp.	"Strat Read ""Coplow Reef Knoll, Lower Carboniferous"""			Waters et al. 2009		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 2314	"Windmill Hill, Watkins Cutting"	Calciferous sandstone	?		Siliciclastic	Fine Grained Sandstone						?		?	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 2315	"Tomidmill Hill, Locktons Cutting"	Calcareous Sandstone	?		Siliciclastic	Shale						?		?	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 42213	"Old Rigel range, I.E. left-hand bank opposite the Fishing House, Beresford Dale. (Derby-Staffs border)."	Carboniferous limestone D2 subzone	Mississippian		Carbonate	Packstone						?		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 4352	Green Hill Alaeston	Carboniferous Limestone	?		Carbonate	Packstone						?		?	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 42219	"""Little River Valley"" Wetton Mill N. Staffs (i.e. green ravine and brook that separates Wetton Pastures from the Camp Hill)"	Carboniferous limestone	?		Carbonate	?						?		?	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 310	Eskdale	Calciferous Sandstone	Visean		Siliciclastic	Shale			"Glencartholm, Eskdale"			Cossey et al. 2004		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 9140	"Ronaldsway Creek, Isle of Man"	Carboniferous Limestone	Visean		Carbonate	?						Waters et al. 2007		Mississippian	
Archaeocidaris urei	urei	Archaeocidaris	Archaeocidaridae	BMNH EE 8082	newbrough	"Newbrough Shale, Carboniferous"	?		Siliciclastic	Shale						?		?	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 11659	"Underline Gin mine Coal, Nettlebank coll. Smallthorn"	Coal measures shale	Bashkirian		Siliciclastic	Shale						"Duckmantian, Pearce et al. 2010"		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 11658	"Underline Gin mine Coal, Nettlebank coll. Smallthorn"	Coal measures shale	Bashkirian		Siliciclastic	Shale						"Duckmantian, Pearce et al. 2010"		Pennsylvanian	
Pholidocidaris sp.	sp.	Pholidocidaris	Proterocidaridae	BMNH E 82720	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone		Originally catalogued as archaeocidaris sp.	"East Coplow Knoll Quarry, Clitheroe, Lancashire. Strat said ""Carboniferous Limestone"""			Waters et al. 2009		Mississippian	
Pholidocidaris sp.	sp.	Pholidocidaris	Proterocidaridae	BMNH E 82723	"Coplow, Clitheroe, Lancashire"	Clitheroe Limestone Formation	Tournaisian		Carbonate	Wackestone		Originally catalogued as archaeocidaris sp.	"Coplow Knoll Quarry, Clitheroe Lancs. Grid Ref SD 751432 Strat said ""Carboniferous Limestone"""			Waters et al. 2009		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 9139	"Newburgh, Northumberland"	Carboniferous limestone	?		Siliciclastic	Shale						?		?	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 17770	"Nettlebank Colliery, Smallthorne, N. Staffs"	Coal measures shale	Bashkirian		Siliciclastic	Shale			"Nettlebank Coll. Smallthorne. Strat said, ""Upper Carb Zone, Marine band below Twist Coal "" Twist coal=Gin mine band"					Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 17764-5	"Nettlebank Colliery, Smallthorne, N. Staffs"	Maine band over Gin Mine Coal	Moscovian		Siliciclastic	Shale			Nettlebank N. Staffs			Bolsovian; Pearce et al. 2010		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 17766-68	"Nettlebank Colliery, Smallthorne, N. Staffs"	Maine band over Gin Mine Coal	Moscovian		Siliciclastic	Shale			Nettlebank N. Staffs			Bolsovian; Waters et a. 2007; Pearce et al. 2010		Pennsylvanian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH 75940	"Richmond, Yorkshire"	Carboniferous limestone	Serpukhovian		Carbonate	?						"Ausich and Kammer, 2006"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH E 9144	"Ridsdale, Northumberland"	"Carboniferous, Redesdale Ironstone"	Visean		Carbonate	Packstone		"Carboniferous, Redesdale Ironstone"	Ironstone beds			Waters et al. 2012		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	BMNH EE 42238	"Ash Fell, Kirkby Stephen Westmoreland"	Lower Carboniferous Carboniferous limestone	Visean		Carbonate	mudstone						Stanway et al. 2015		Mississippian	
Proterocidaris gigantea	gigantea	Proterocidaris	Proterocidaridae	BMNH E 11509-10	"Denee, Black Marble of Dinant"	Molignée Formation	Visean		Carbonate	Fine Grained			"Dinee, Maredsous, Belgium. Strat said, ""Visean marble noir de dinant """			Mottequin et al. 2015		Mississippian	
Proterocidaris gigantea	gigantea	Proterocidaris	Proterocidaridae	BMNH E 11511	"Denee, Black Marble of Dinant"	Molignée Formation	Visean		Carbonate	Fine Grained			"Dinee, Maredsous, Belgium. Strat said, ""Visean marble noir de dinant """			Mottequin et al. 2015		Mississippian	
Pholidechinus brauni	brauni	Pholidechinus	Lepidocentridae	BMNH E 2712	"Crawfordsville, Indiana"	Edwardsville Formation	Visean		Siliciclastic	Siltstone						"Ausich and Kammer, 2012"		Mississippian	
Pholidechinus brauni	brauni	Pholidechinus	Lepidocentridae	BMNH E 10678	"Crawfordsville, Indiana"	Edwardsville Formation	Visean		Siliciclastic	Siltstone						"Ausich and Kammer, 2012"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	BMNH E32085a	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	BMNH E32085b	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	BMNH E32085c	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	BMNH E32085d	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	BMNH E32085e	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	BMNH E32085f	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	BMNH E32085g	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	BMNH E32081	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	BMNH E32082	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	BMNH E32084	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Archaeocidaris aliquantula	aliquantula	Archaeocidaris	Archaeocidaridae	BMNH E32083	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	mudstone						"Kammer and Matchin, 2008"		Mississippian	
Lepidesthes formosus	formosus	Lepidesthes	Lepidesthidae	BMNH E 7890	"Railroad cutting, Burnside, Kentucky USA"	"Pennington Formation, Sloans Valley Member"	Serpukhovian		Carbonate	Packstone						Zeng et al. 2013		Mississippian	
Lepidesthes colletti	colletti	Lepidesthes	Lepidesthidae	BMNH Pal PI E 10677	Montgomery Co. Indiana	Edwardsville Formation	Visean		?	?						"Ausich and Kammer, 2012"		Mississippian	
